"Source","Target"
"910127605277495297","80820758"
"910127605277495297","2188542098"
"80820758","999470034"
"80820758","99234896"
"80820758","991403390"
"80820758","98973513"
"80820758","989714413"
"80820758","98887208"
"80820758","98735932"
"80820758","986676401330966528"
"80820758","986658650"
"80820758","982598773"
"80820758","980957868"
"80820758","979095476"
"80820758","97883045"
"80820758","978184280"
"80820758","978128388"
"80820758","97728804"
"80820758","97503315"
"80820758","973970100"
"80820758","972415645"
"80820758","972318644"
"80820758","971500920503783424"
"80820758","97037029"
"80820758","969828182"
"80820758","966939193"
"80820758","966076399"
"80820758","964807494"
"80820758","96367176"
"80820758","962293452"
"80820758","96138456"
"80820758","95963751"
"80820758","95710864"
"80820758","95621983"
"80820758","95599164"
"80820758","955556760"
"80820758","954590804"
"80820758","95455794"
"80820758","954124423"
"80820758","953817206"
"80820758","952021380"
"80820758","951574061548802048"
"80820758","950473626"
"80820758","948670369"
"80820758","947553182"
"80820758","946274756"
"80820758","944558047"
"80820758","941995273"
"80820758","94135531"
"80820758","939208677793452032"
"80820758","93637779"
"80820758","93578331"
"80820758","934849460"
"80820758","934762328"
"80820758","934399189"
"80820758","93059585"
"80820758","9300262"
"80820758","929885899"
"80820758","92955858"
"80820758","929315652"
"80820758","92849144"
"80820758","927290354"
"80820758","926404434"
"80820758","925629775"
"80820758","92360018"
"80820758","92336043"
"80820758","91963845"
"80820758","919594876299370496"
"80820758","919137477394354176"
"80820758","918386641877831681"
"80820758","918346674"
"80820758","91641477"
"80820758","91569130"
"80820758","91555542"
"80820758","914862650928005120"
"80820758","912405218"
"80820758","910127605277495297"
"80820758","909421262"
"80820758","908047632"
"80820758","904349491"
"80820758","90434883"
"80820758","90278799"
"80820758","902149264587022339"
"80820758","897141966"
"80820758","892849501605691392"
"80820758","89277004"
"80820758","891213032"
"80820758","888565117"
"80820758","887085037"
"80820758","885832283474755584"
"80820758","885733974"
"80820758","88462044"
"80820758","884248286"
"80820758","883210339"
"80820758","88232157"
"80820758","88168692"
"80820758","88159257"
"80820758","879811945"
"80820758","87886754"
"80820758","878336188268105728"
"80820758","876900436120358912"
"80820758","875721863770583040"
"80820758","875696023"
"80820758","87416722"
"80820758","873221929"
"80820758","873206965224316928"
"80820758","87212906"
"80820758","87156428"
"80820758","869689664"
"80820758","86942017"
"80820758","867087306"
"80820758","864138756068134912"
"80820758","863133006"
"80820758","862078843368222720"
"80820758","861697994"
"80820758","861352966653173760"
"80820758","860495451468029954"
"80820758","860029016"
"80820758","859868908693712900"
"80820758","859022113793089540"
"80820758","85863327"
"80820758","857724872641966080"
"80820758","857001662"
"80820758","855157863441997824"
"80820758","855152825927708673"
"80820758","853579060651413504"
"80820758","85334007"
"80820758","853234428746887168"
"80820758","852749724"
"80820758","849627436560068614"
"80820758","848965640845221888"
"80820758","848105060974419968"
"80820758","847370223376138241"
"80820758","845467819"
"80820758","844644583946539008"
"80820758","843112550"
"80820758","842664136274329600"
"80820758","841435156393144320"
"80820758","839815501"
"80820758","83920945"
"80820758","838735604854702081"
"80820758","83864876"
"80820758","838472552330715136"
"80820758","838215736153812994"
"80820758","838134039659839489"
"80820758","837798473080664064"
"80820758","837123698"
"80820758","836562246"
"80820758","83638901"
"80820758","835860570561777665"
"80820758","835117516326338560"
"80820758","8350912"
"80820758","83484751"
"80820758","834143851594014720"
"80820758","833378754344910848"
"80820758","832641886581952514"
"80820758","832618366972153856"
"80820758","832471260"
"80820758","832207450195501056"
"80820758","831987736915693574"
"80820758","831680316280561664"
"80820758","831561506382872576"
"80820758","831247344188395520"
"80820758","830718209548513280"
"80820758","829821197336592385"
"80820758","829755688767352832"
"80820758","829500602"
"80820758","829037004696477696"
"80820758","828440352319119360"
"80820758","827588364"
"80820758","827074834114998273"
"80820758","826836270"
"80820758","826770238062600194"
"80820758","826637311"
"80820758","826537184"
"80820758","826414635783958528"
"80820758","824736268198301696"
"80820758","824672452622057472"
"80820758","82383649"
"80820758","823367015830323201"
"80820758","822445524905291777"
"80820758","822215679726100480"
"80820758","822215673812119553"
"80820758","822161510403362817"
"80820758","822127086194348032"
"80820758","821259484517515264"
"80820758","821226260"
"80820758","821017499173089281"
"80820758","820725740530532352"
"80820758","820262100"
"80820758","819582522971590656"
"80820758","818910970567344128"
"80820758","818876014390603776"
"80820758","818864954141003780"
"80820758","818847510546546690"
"80820758","81867518"
"80820758","818033747635437568"
"80820758","817836553653415937"
"80820758","817783515341320193"
"80820758","817104815809556480"
"80820758","816070651597488129"
"80820758","814274711123361792"
"80820758","814112362089381888"
"80820758","812977318368976896"
"80820758","812585829998661633"
"80820758","810534909236412416"
"80820758","810029176870805504"
"80820758","809118636732547072"
"80820758","808725138208411648"
"80820758","808562523675000832"
"80820758","80850071"
"80820758","808040692941541376"
"80820758","808025674179022848"
"80820758","807631306762948608"
"80820758","807230766"
"80820758","806843952884228096"
"80820758","806824492647510016"
"80820758","806750196335919105"
"80820758","805449024602075137"
"80820758","804474511"
"80820758","803294805807792129"
"80820758","803274639652818945"
"80820758","803223951333879809"
"80820758","802668096"
"80820758","80235962"
"80820758","802111646"
"80820758","801446214784925696"
"80820758","801054883"
"80820758","800752871364907008"
"80820758","800745930697736192"
"80820758","80015284"
"80820758","800107949553164288"
"80820758","79983928"
"80820758","799321200358998016"
"80820758","799262719220285440"
"80820758","799055426591539203"
"80820758","79799701"
"80820758","79793062"
"80820758","79737242"
"80820758","797153145281462272"
"80820758","794940385713856512"
"80820758","794892427"
"80820758","79458791"
"80820758","794364504"
"80820758","793842846050684928"
"80820758","793808860008026112"
"80820758","793654740"
"80820758","793620638"
"80820758","792303595119083520"
"80820758","79221731"
"80820758","789967129"
"80820758","789179329854869507"
"80820758","789067312552960000"
"80820758","789035544021983232"
"80820758","788914114638688256"
"80820758","788524"
"80820758","787717408664522752"
"80820758","785755707769511936"
"80820758","785580190055268353"
"80820758","78523300"
"80820758","78492982"
"80820758","784704462447382528"
"80820758","784636611183214592"
"80820758","784286566839558145"
"80820758","784035374687477760"
"80820758","782118072"
"80820758","781918265400492033"
"80820758","78085410"
"80820758","777968891825909760"
"80820758","777472811489198080"
"80820758","77683181"
"80820758","776492977208324097"
"80820758","776339949893267456"
"80820758","775947172252573696"
"80820758","775485712233816064"
"80820758","77540948"
