source, target
"978184280","960226902710550528"
"978184280","938417072366850048"
"978184280","919153038631325697"
"978184280","918386641877831681"
"978184280","896677848706166788"
"978184280","890737865705099264"
"978184280","88462044"
"978184280","852950127337668608"
"978184280","851153695806980097"
"978184280","847072513"
"978184280","846094434647314432"
"978184280","842439051915468801"
"978184280","821015178057842692"
"978184280","817189792769339392"
"978184280","782160954599571456"
"978184280","78085410"
"978184280","769948286883094528"
"978184280","76319442"
"978184280","758032711"
"978184280","752506963188129792"
"978184280","728246624"
"978184280","724954252590899204"
"978184280","717773702016942081"
"978184280","567450117"
"978184280","561992546"
"978184280","559431623"
"978184280","557820662"
"978184280","494593786"
"978184280","4865214225"
"978184280","471163803"
"978184280","469808565"
"978184280","466724521"
"978184280","459232332"
"978184280","456777022"
"978184280","4507234275"
"978184280","440914834"
"978184280","406377375"
"978184280","37641241"
"978184280","364309158"
"978184280","35287180"
"978184280","3438999112"
"978184280","3402717238"
"978184280","3354964647"
"978184280","3347381537"
"978184280","3346793638"
"978184280","3254253723"
"978184280","3150901497"
"978184280","306639488"
"978184280","3059051375"
"978184280","3041592287"
"978184280","302906057"
"978184280","3025757015"
"978184280","301480200"
"978184280","30034424"
"978184280","299871963"
"978184280","2993172647"
"978184280","2934312791"
"978184280","2824758178"
"978184280","279672655"
"978184280","27924176"
"978184280","2784005936"
"978184280","276112778"
"978184280","272806355"
"978184280","269809161"
"978184280","2610041641"
"978184280","2549518892"
"978184280","2496291032"
"978184280","2482185637"
"978184280","2473486548"
"978184280","2443718293"
"978184280","242833733"
"978184280","239388844"
"978184280","2329839168"
"978184280","2316805206"
"978184280","2279012240"
"978184280","227429077"
"978184280","2216498889"
"978184280","2189949066"
"978184280","217749896"
"978184280","2169045670"
"978184280","2148731538"
"978184280","202102772"
"978184280","194173066"
"978184280","1920691543"
"978184280","1639227427"
"978184280","15658101"
"978184280","1543813320"
"978184280","1503229705"
"978184280","149893981"
"978184280","133236438"
"978184280","1297364972"
"978184280","125094848"
"978184280","1068943938"
"978184280","1068022944"
"978184280","1066456818392666112"
"978184280","1041997751066746882"
"978184280","1027544185354764290"
"978184280","1014982461900709888"
"96805307","96804045"
"96805307","95379249"
"96805307","610362933"
"96805307","385105817"
"96805307","30225126"
"96805307","29947354"
"96805307","27412519"
"96805307","198436945"
"96804045","96805307"
"96804045","95379249"
"96804045","75099500"
"96804045","610362933"
"96804045","385105817"
"96804045","27412519"
"96804045","1260618300"
"964518072412508160","883050403503505408"
"964518072412508160","426433936"
"964518072412508160","3310407735"
"964518072412508160","1954572524"
"959531564341317632","910085387330170880"
"959531564341317632","63478646"
"959531564341317632","456777022"
"959531564341317632","30034424"
"959531564341317632","1353259730"
"959531564341317632","130564441"
"95379249","96805307"
"95379249","96804045"
"95379249","75099500"
"95379249","701696742727753728"
"95379249","40056514"
"95379249","357412940"
"95379249","2787284764"
"95379249","27412519"
"95379249","198448253"
"95379249","198436945"
"95379249","18396319"
"95379249","177166975"
"95379249","1568230309"
"95379249","156301039"
"95379249","1353259730"
"95379249","114222231"
"95379249","106766984"
"94593836","93592851"
"94593836","91456530"
"94593836","778026984"
"94593836","739740340740075520"
"94593836","703875656"
"94593836","527237826"
"94593836","369006624"
"94593836","2849734569"
"94593836","278534581"
"94593836","2656593026"
"94593836","2517225816"
"94593836","17777823"
"94593836","165783110"
"94581802","3235859229"
"94581802","17364400"
"94581802","1524888602"
"940218655643721729","1435815013"
"938417072366850048","978184280"
"938417072366850048","890737865705099264"
"938417072366850048","364309158"
"938417072366850048","3354964647"
"938417072366850048","194173066"
"938417072366850048","1899879582"
"938417072366850048","15658101"
"938417072366850048","1065386651650801669"
"93592851","94593836"
"93592851","802968035208417280"
"93592851","801112938073440256"
"93592851","739740340740075520"
"93592851","703875656"
"93592851","527237826"
"93592851","458300663"
"93592851","357412940"
"93592851","35287180"
"93592851","3317298693"
"93592851","2849734569"
"93592851","2800090799"
"93592851","278534581"
"93592851","2517225816"
"93592851","2494483731"
"93592851","2443718293"
"93592851","1943324760"
"93592851","1897470739"
"93592851","17777823"
"93592851","165793661"
"93592851","1023155133566386176"
"934406088","93853144"
"934406088","92945903"
"934406088","880659946001575936"
"934406088","695170060692905984"
"934406088","388847776"
"934406088","3001027941"
"934406088","239959056"
"934406088","2327796765"
"934406088","17364400"
"934406088","1061935763930169344"
"932615724614471680","81087881"
"932615724614471680","50431226"
"932615724614471680","40301992"
"932615724614471680","369006624"
"932615724614471680","367802395"
"932615724614471680","338985020"
"932615724614471680","329686497"
"932615724614471680","18396319"
"932615724614471680","16884402"
"932615724614471680","115086169"
"932615724614471680","113269837"
"928939698696880128","840670437050875904"
"928939698696880128","471163803"
"928939698696880128","456777022"
"928939698696880128","2460929274"
"927931708648943619","247863881"
"927931708648943619","227365995"
"927931708648943619","103046415"
"918386641877831681","978184280"
"918386641877831681","88462044"
"918386641877831681","816070651597488129"
"918386641877831681","807669927524102144"
"918386641877831681","769948286883094528"
"918386641877831681","63478646"
"918386641877831681","494593786"
"918386641877831681","459232332"
"918386641877831681","456777022"
"918386641877831681","454756200"
"918386641877831681","38170599"
"918386641877831681","3354964647"
"918386641877831681","3041592287"
"918386641877831681","276934698"
"918386641877831681","276112778"
"918386641877831681","2148731538"
"918386641877831681","194173066"
"918386641877831681","15658101"
"91456530","94593836"
"91456530","821768392113848321"
"91456530","49616609"
"91456530","3077579110"
"91456530","278534581"
"91456530","239322771"
"91456530","179474053"
"91456530","1331181062"
"91456530","123061870"
"901012081574543361","123830541"
"883050403503505408","964518072412508160"
"883050403503505408","797382438444040192"
"883050403503505408","3414509973"
"883050403503505408","1702454516"
"883050403503505408","150201042"
"880659946001575936","934406088"
"880659946001575936","695170060692905984"
"880659946001575936","239959056"
"86762926","317699090"
"86762926","133663801"
"865135799293050880","859120970572890113"
"865135799293050880","85362553"
"865135799293050880","81801722"
"865135799293050880","772215918868979712"
"865135799293050880","67628490"
"865135799293050880","37509285"
"865135799293050880","3023497329"
"865135799293050880","2769450446"
"865135799293050880","2279012240"
"864460710373404672","38182362"
"864138756068134912","406377375"
"864138756068134912","369006624"
"864138756068134912","343577566"
"864138756068134912","2489425084"
"864138756068134912","2209101834"
"864138756068134912","1899879582"
"864138756068134912","133236438"
"862770295219916802","85362553"
"862770295219916802","811538128213254146"
"862770295219916802","808428122"
"862770295219916802","808417134"
"862770295219916802","802968035208417280"
"862770295219916802","772215918868979712"
"862770295219916802","429754596"
"862770295219916802","40301992"
"862770295219916802","37509285"
"862770295219916802","369006624"
"862770295219916802","338955445"
"862770295219916802","3054061793"
"862770295219916802","3023497329"
"862770295219916802","2769450446"
"862770295219916802","15658101"
"862770295219916802","122966834"
"86054785","38395124"
"86054785","2191323566"
"86054785","198448253"
"86054785","194515272"
"86054785","165793661"
"86054785","165783110"
"854928402","92945903"
"854928402","67272363"
"854928402","114222231"
"85362553","980242016"
"85362553","865135799293050880"
"85362553","864415461072658432"
"85362553","862770295219916802"
"85362553","8460572"
"85362553","80820758"
"85362553","802968035208417280"
"85362553","772215918868979712"
"85362553","471163803"
"85362553","429754596"
"85362553","40056514"
"85362553","38395124"
"85362553","38182362"
"85362553","38170599"
"85362553","37509285"
"85362553","367802395"
"85362553","34570323"
"85362553","3023497329"
"85362553","245377663"
"85362553","217749896"
"85362553","18396319"
"85362553","17687621"
"85362553","150201042"
"85362553","117798111"
"85286475","84542269"
"85286475","81087881"
"85286475","79453479"
"85286475","75015661"
"85286475","46127230"
"85286475","34570323"
"85286475","31432523"
"85286475","21108130"
"85286475","19448087"
"85286475","18396319"
"85286475","17364400"
"85286475","145981773"
"85286475","123061870"
"85286475","104941024"
"849426162","757871055545442304"
"849426162","133236438"
"847239547","186385455"
"847239547","150201042"
"8460572","85362553"
"8460572","80820758"
"8460572","40056514"
"8460572","38395124"
"8460572","38170599"
"8460572","37509285"
"8460572","367802395"
"8460572","34570323"
"8460572","3390775469"
"8460572","27889439"
"8460572","2443718293"
"8460572","2279012240"
"8460572","18396319"
"8460572","17364400"
"8460572","160534877"
"8460572","150201042"
"8460572","133663801"
"8460572","123830541"
"8460572","122966834"
"8460572","12272292"
"84542269","85286475"
"84542269","38395124"
"84542269","31432523"
"84542269","199616842"
"84542269","19448087"
"84542269","1541966965"
"84542269","145981773"
"84542269","102624463"
"84024445","295643060"
"840209495892586496","82059526"
"840209495892586496","68940196"
"840209495892586496","55283302"
"840209495892586496","432401041"
"840209495892586496","38182362"
"840209495892586496","2604237014"
"840209495892586496","196762472"
"840209495892586496","1017425893302693893"
"837331194","50431226"
"837331194","46127230"
"8350912","367802395"
"8350912","1011621380864053248"
"832766641","576317681"
"832766641","358798600"
"832766641","122966834"
"832766641","1022456532284461058"
"821768392113848321","91456530"
"821768392113848321","527237826"
"821768392113848321","2800090799"
"821768392113848321","239322771"
"821768392113848321","1331181062"
"821768392113848321","123061870"
"82059526","840209495892586496"
"82059526","55283302"
"82059526","2604237014"
"82059526","196762472"
"82059526","1060282256923746304"
"82059526","1017425893302693893"
"819171253202419712","384744065"
"81801722","865135799293050880"
"81801722","80820758"
"81801722","613419982"
"81801722","600177453"
"81801722","535919558"
"81801722","414024815"
"81801722","38395124"
"81801722","2482185637"
"81801722","198436945"
"81801722","194515272"
"81801722","135197715"
"81801722","133236438"
"812951357900656640","719490331092336640"
"812951357900656640","40056514"
"812951357900656640","3467389216"
"812951357900656640","331556368"
"812951357900656640","307547481"
"81087881","932615724614471680"
"81087881","85286475"
"81087881","75015661"
"81087881","50431226"
"81087881","46127230"
"81087881","30225126"
"81087881","29947354"
"808428122","862770295219916802"
"808428122","808417134"
"808428122","471163803"
"808428122","429754596"
"808428122","40056514"
"808428122","389523764"
"808428122","369006624"
"808428122","35287180"
"808428122","329686497"
"808428122","2769450446"
"808428122","276934698"
"808428122","2279012240"
"808428122","204368725"
"808428122","194173066"
"808428122","1920691543"
"808428122","1353259730"
"808428122","133663801"
"808428122","114512948"
"808417134","862770295219916802"
"808417134","808428122"
"808417134","76319442"
"808417134","613419982"
"808417134","53224286"
"808417134","48371030"
"808417134","471163803"
"808417134","459232332"
"808417134","38170599"
"808417134","35287180"
"808417134","331556368"
"808417134","329686497"
"808417134","302906057"
"808417134","30034424"
"808417134","284802757"
"808417134","2769450446"
"808417134","2443718293"
"808417134","194173066"
"808417134","1435970071"
"808417134","133663801"
"808417134","114512948"
"80820758","910127605277495297"
"80820758","85362553"
"80820758","8460572"
"80820758","81801722"
"80820758","68940196"
"80820758","616490150"
"80820758","550873426"
"80820758","536405314"
"80820758","499699049"
"80820758","472852289"
"80820758","428339569"
"80820758","40056514"
"80820758","39805001"
"80820758","38395124"
"80820758","38170599"
"80820758","369006624"
"80820758","35287180"
"80820758","34570323"
"80820758","3390775469"
"80820758","322149335"
"80820758","309152694"
"80820758","307547481"
"80820758","304275943"
"80820758","3023497329"
"80820758","302343074"
"80820758","301272907"
"80820758","300315995"
"80820758","299224851"
"80820758","242492168"
"80820758","229713808"
"80820758","216308857"
"80820758","19822406"
"80820758","18396319"
"80820758","17844275"
"80820758","17364400"
"80820758","17171570"
"80820758","166960398"
"80820758","16628468"
"80820758","16219746"
"80820758","153529170"
"80820758","127659284"
"80820758","126115852"
"80820758","12272292"
"80820758","112103858"
"80820758","10330232"
"802968035208417280","93592851"
"802968035208417280","862770295219916802"
"802968035208417280","85362553"
"802968035208417280","772215918868979712"
"802968035208417280","485766356"
"802968035208417280","457444998"
"802968035208417280","37509285"
"802968035208417280","17777823"
"802968035208417280","15658101"
"802968035208417280","1023155133566386176"
"80122680","613419982"
"801112938073440256","93592851"
"801112938073440256","703875656"
"801112938073440256","24711541"
"79453479","85286475"
"79453479","75015661"
"79453479","440914834"
"79453479","30225126"
"79453479","30223767"
"79453479","29947354"
"79453479","2401927524"
"79453479","179474053"
"79453479","111588954"
"794459374072819712","307547481"
"794459374072819712","204368725"
"78957336","17364400"
"78957336","123061870"
"784636611183214592","457444998"
"784636611183214592","4061586491"
"784636611183214592","35287180"
"784636611183214592","338955445"
"784636611183214592","3025757015"
"784636611183214592","194173066"
"784636611183214592","160534877"
"784636611183214592","1353259730"
"782220863290667008","3254253723"
"782220863290667008","2984445569"
"782220863290667008","1065396180509736960"
"78085410","978184280"
"78085410","63478646"
"78085410","4865214225"
"78085410","471163803"
"78085410","466724521"
"78085410","456777022"
"78085410","4507234275"
"78085410","440914834"
"78085410","40056514"
"78085410","38395124"
"78085410","38170599"
"78085410","357412940"
"78085410","34570323"
"78085410","3150901497"
"78085410","3059051375"
"78085410","2784005936"
"78085410","2610041641"
"78085410","2473486548"
"78085410","2443718293"
"78085410","217749896"
"78085410","202102772"
"78085410","1920691543"
"78085410","17844275"
"78085410","17364400"
"78085410","15658101"
"78085410","1435970071"
"78085410","123830541"
"78085410","1068943938"
"777160717032194049","266536317"
"777160717032194049","2170649701"
"777160717032194049","1225236794"
"776021935771807744","535919558"
"776021935771807744","4421676077"
"776021935771807744","3025757015"
"776021935771807744","2295778446"
"776021935771807744","13830762"
"771145920","29947354"
"76933629","194515272"
"76906908","70351584"
"76906908","2383844606"
"76906908","1225236794"
"76906908","100046696"
"757871055545442304","92945903"
"757871055545442304","849426162"
"757871055545442304","50992036"
"757871055545442304","235910137"
"757871055545442304","227343441"
"757871055545442304","1353259730"
"75099500","96804045"
"75099500","95379249"
"75099500","27412519"
"75099500","16884402"
"75015661","85286475"
"75015661","81087881"
"75015661","79453479"
"75015661","609232358"
"75015661","498866614"
"75015661","34570323"
"75015661","31432523"
"75015661","21108130"
"739740340740075520","94593836"
"739740340740075520","93592851"
"739740340740075520","703875656"
"728246624","980242016"
"728246624","978184280"
"728246624","960378164"
"728246624","5698002"
"728246624","508537367"
"728246624","498965191"
"728246624","33887820"
